,season,md,home_team,away_team,home_goals,away_goals,year
378,1964/1965,18,FC Schalke 04,1. FC Kaiserslautern,1,0,1965
379,1964/1965,18,Meidericher SV,Eintracht Braunschweig,2,0,1965
380,1964/1965,18,TSV 1860 München,Karlsruher SC,9,0,1965
381,1964/1965,18,Borussia Neunkirchen,1. FC Cologne,1,1,1965
382,1964/1965,18,Hertha BSC,1. FC Nürnberg,1,2,1965
383,1964/1965,18,Hannover 96,Hamburger SV,1,2,1965
384,1964/1965,19,Hamburger SV,Borussia Neunkirchen,1,2,1965
385,1964/1965,19,Borussia Dortmund,Hertha BSC,6,3,1965
386,1964/1965,19,Karlsruher SC,SV Werder Bremen,0,2,1965
387,1964/1965,19,Eintracht Braunschweig,FC Schalke 04,1,2,1965
388,1964/1965,19,1. FC Kaiserslautern,TSV 1860 München,1,2,1965
389,1964/1965,19,Eintracht Frankfurt,Meidericher SV,2,3,1965
390,1964/1965,19,1. FC Nürnberg,Hannover 96,1,0,1965
391,1964/1965,19,1. FC Cologne,VfB Stuttgart,2,1,1965
392,1964/1965,20,Borussia Neunkirchen,Eintracht Braunschweig,0,0,1965
393,1964/1965,20,FC Schalke 04,1. FC Nürnberg,1,3,1965
394,1964/1965,20,SV Werder Bremen,1. FC Cologne,0,0,1965
395,1964/1965,20,Hertha BSC,VfB Stuttgart,0,0,1965
396,1964/1965,20,TSV 1860 München,Borussia Dortmund,4,4,1965
397,1964/1965,20,Karlsruher SC,Eintracht Frankfurt,3,1,1965
398,1964/1965,20,Meidericher SV,Hamburger SV,3,2,1965
399,1964/1965,20,Hannover 96,1. FC Kaiserslautern,4,0,1965
400,1964/1965,21,Borussia Dortmund,FC Schalke 04,4,0,1965
401,1964/1965,21,1. FC Kaiserslautern,Borussia Neunkirchen,2,0,1965
402,1964/1965,21,Eintracht Braunschweig,Hannover 96,2,2,1965
403,1964/1965,21,Eintracht Frankfurt,Hertha BSC,3,0,1965
404,1964/1965,21,1. FC Nürnberg,TSV 1860 München,2,2,1965
405,1964/1965,21,Hamburger SV,SV Werder Bremen,0,4,1965
406,1964/1965,21,1. FC Cologne,Meidericher SV,1,2,1965
407,1964/1965,21,VfB Stuttgart,Karlsruher SC,1,2,1965
408,1964/1965,22,TSV 1860 München,Hertha BSC,6,4,1965
409,1964/1965,22,Meidericher SV,Borussia Neunkirchen,1,1,1965
410,1964/1965,22,FC Schalke 04,VfB Stuttgart,3,1,1965
411,1964/1965,22,Eintracht Frankfurt,Hamburger SV,2,1,1965
412,1964/1965,22,SV Werder Bremen,Hannover 96,3,0,1965
413,1964/1965,22,Eintracht Braunschweig,1. FC Cologne,1,1,1965
414,1964/1965,22,Karlsruher SC,1. FC Nürnberg,1,1,1965
415,1964/1965,22,1. FC Kaiserslautern,Borussia Dortmund,1,3,1965
416,1964/1965,23,Hamburger SV,Karlsruher SC,2,1,1965
417,1964/1965,23,Borussia Dortmund,Eintracht Braunschweig,5,4,1965
418,1964/1965,23,Borussia Neunkirchen,SV Werder Bremen,1,1,1965
419,1964/1965,23,1. FC Cologne,Eintracht Frankfurt,3,4,1965
420,1964/1965,23,VfB Stuttgart,Meidericher SV,4,2,1965
421,1964/1965,23,Hannover 96,TSV 1860 München,0,2,1965
422,1964/1965,23,1. FC Nürnberg,1. FC Kaiserslautern,1,0,1965
423,1964/1965,23,Hertha BSC,FC Schalke 04,2,1,1965
424,1964/1965,24,TSV 1860 München,Borussia Neunkirchen,4,2,1965
425,1964/1965,24,Meidericher SV,Hertha BSC,2,2,1965
426,1964/1965,24,Eintracht Frankfurt,Borussia Dortmund,0,2,1965
427,1964/1965,24,Eintracht Braunschweig,1. FC Nürnberg,1,0,1965
428,1964/1965,24,SV Werder Bremen,VfB Stuttgart,1,0,1965
429,1964/1965,24,Karlsruher SC,1. FC Cologne,2,4,1965
430,1964/1965,24,1. FC Kaiserslautern,Hamburger SV,2,1,1965
431,1964/1965,24,FC Schalke 04,Hannover 96,2,2,1965
432,1964/1965,25,Hamburger SV,Eintracht Braunschweig,0,1,1965
433,1964/1965,25,Borussia Dortmund,Karlsruher SC,5,1,1965
434,1964/1965,25,1. FC Nürnberg,Eintracht Frankfurt,0,0,1965
435,1964/1965,25,VfB Stuttgart,TSV 1860 München,3,0,1965
436,1964/1965,25,Hannover 96,Meidericher SV,2,0,1965
437,1964/1965,25,1. FC Cologne,1. FC Kaiserslautern,3,0,1965
438,1964/1965,25,Borussia Neunkirchen,FC Schalke 04,3,2,1965
439,1964/1965,25,Hertha BSC,SV Werder Bremen,0,0,1965
440,1964/1965,26,Karlsruher SC,Borussia Neunkirchen,2,1,1965
441,1964/1965,26,Meidericher SV,Borussia Dortmund,3,2,1965
442,1964/1965,26,Hamburger SV,1. FC Nürnberg,2,1,1965
443,1964/1965,26,Eintracht Braunschweig,VfB Stuttgart,2,1,1965
444,1964/1965,26,FC Schalke 04,SV Werder Bremen,1,0,1965
445,1964/1965,26,TSV 1860 München,1. FC Cologne,2,3,1965
446,1964/1965,26,1. FC Kaiserslautern,Hertha BSC,1,2,1965
447,1964/1965,26,Eintracht Frankfurt,Hannover 96,3,3,1965
448,1964/1965,27,1. FC Cologne,FC Schalke 04,2,1,1965
449,1964/1965,27,Borussia Dortmund,Hamburger SV,2,0,1965
450,1964/1965,27,1. FC Nürnberg,Meidericher SV,1,1,1965
451,1964/1965,27,SV Werder Bremen,TSV 1860 München,3,2,1965
452,1964/1965,27,Hannover 96,Karlsruher SC,4,2,1965
453,1964/1965,27,VfB Stuttgart,1. FC Kaiserslautern,1,0,1965
454,1964/1965,27,Borussia Neunkirchen,Eintracht Frankfurt,4,0,1965
455,1964/1965,27,Hertha BSC,Eintracht Braunschweig,0,3,1965
456,1964/1965,28,Karlsruher SC,Hertha BSC,0,1,1965
457,1964/1965,28,1. FC Kaiserslautern,Eintracht Braunschweig,2,1,1965
458,1964/1965,28,Eintracht Frankfurt,VfB Stuttgart,2,3,1965
459,1964/1965,28,Borussia Dortmund,1. FC Nürnberg,2,1,1965
460,1964/1965,28,Hamburger SV,1. FC Cologne,0,0,1965
461,1964/1965,28,Hannover 96,Borussia Neunkirchen,1,1,1965
462,1964/1965,28,Meidericher SV,SV Werder Bremen,2,2,1965
463,1964/1965,28,TSV 1860 München,FC Schalke 04,3,1,1965
464,1964/1965,29,FC Schalke 04,Meidericher SV,1,2,1965
465,1964/1965,29,1. FC Kaiserslautern,Karlsruher SC,0,1,1965
466,1964/1965,29,SV Werder Bremen,Borussia Dortmund,3,0,1965
467,1964/1965,29,1. FC Cologne,1. FC Nürnberg,0,0,1965
468,1964/1965,29,TSV 1860 München,Hamburger SV,4,1,1965
469,1964/1965,29,Eintracht Braunschweig,Eintracht Frankfurt,3,2,1965
470,1964/1965,29,Hertha BSC,Borussia Neunkirchen,1,1,1965
471,1964/1965,29,VfB Stuttgart,Hannover 96,0,3,1965
472,1964/1965,30,1. FC Nürnberg,SV Werder Bremen,2,3,1965
473,1964/1965,30,Eintracht Frankfurt,1. FC Kaiserslautern,1,2,1965
474,1964/1965,30,Borussia Dortmund,1. FC Cologne,2,2,1965
475,1964/1965,30,Hannover 96,Hertha BSC,3,1,1965
476,1964/1965,30,Hamburger SV,FC Schalke 04,2,4,1965
477,1964/1965,30,Karlsruher SC,Eintracht Braunschweig,3,0,1965
478,1964/1965,30,Meidericher SV,TSV 1860 München,3,0,1965
479,1964/1965,30,Borussia Neunkirchen,VfB Stuttgart,3,1,1965
480,1965/1966,1,Eintracht Braunschweig,Borussia Dortmund,4,0,1966
481,1965/1966,1,1. FC Cologne,Hannover 96,0,1,1966
482,1965/1966,1,TSV 1860 München,Bayern München,1,0,1966
483,1965/1966,1,Meidericher SV,1. FC Kaiserslautern,2,2,1966
484,1965/1966,1,VfB Stuttgart,FC Schalke 04,1,0,1966
485,1965/1966,1,Eintracht Frankfurt,Hamburger SV,2,0,1966
486,1965/1966,1,SV Tasmania Berlin,Karlsruher SC,2,0,1966
487,1965/1966,1,Borussia Neunkirchen,Borussia Mönchengladbach,1,1,1966
488,1965/1966,1,SV Werder Bremen,1. FC Nürnberg,1,0,1966
489,1965/1966,2,Hannover 96,SV Werder Bremen,2,1,1966
490,1965/1966,2,1. FC Nürnberg,TSV 1860 München,1,4,1966
491,1965/1966,2,Borussia Dortmund,Borussia Neunkirchen,1,0,1966
492,1965/1966,2,Bayern München,Eintracht Frankfurt,2,0,1966
493,1965/1966,2,FC Schalke 04,Karlsruher SC,0,0,1966
494,1965/1966,2,Borussia Mönchengladbach,SV Tasmania Berlin,5,0,1966
495,1965/1966,2,1. FC Kaiserslautern,1. FC Cologne,3,2,1966
496,1965/1966,2,VfB Stuttgart,Meidericher SV,2,0,1966
497,1965/1966,2,Hamburger SV,Eintracht Braunschweig,2,1,1966
498,1965/1966,3,Eintracht Braunschweig,Bayern München,2,4,1966
499,1965/1966,3,TSV 1860 München,Hannover 96,5,0,1966
500,1965/1966,3,1. FC Cologne,VfB Stuttgart,3,1,1966
501,1965/1966,3,SV Werder Bremen,1. FC Kaiserslautern,4,1,1966
502,1965/1966,3,Borussia Neunkirchen,Hamburger SV,1,1,1966
503,1965/1966,3,Eintracht Frankfurt,1. FC Nürnberg,1,2,1966
504,1965/1966,3,Karlsruher SC,Borussia Mönchengladbach,3,3,1966
505,1965/1966,3,SV Tasmania Berlin,Borussia Dortmund,0,2,1966
506,1965/1966,3,Meidericher SV,FC Schalke 04,5,1,1966
507,1965/1966,4,Hamburger SV,SV Tasmania Berlin,5,1,1966
508,1965/1966,4,FC Schalke 04,Borussia Mönchengladbach,0,0,1966
509,1965/1966,4,Hannover 96,Eintracht Frankfurt,4,1,1966
510,1965/1966,4,Borussia Dortmund,Karlsruher SC,4,1,1966
511,1965/1966,4,1. FC Kaiserslautern,TSV 1860 München,3,0,1966
512,1965/1966,4,VfB Stuttgart,SV Werder Bremen,0,2,1966
513,1965/1966,4,Bayern München,Borussia Neunkirchen,6,0,1966
514,1965/1966,4,1. FC Nürnberg,Eintracht Braunschweig,1,1,1966
515,1965/1966,4,Meidericher SV,1. FC Cologne,2,3,1966
516,1965/1966,5,SV Werder Bremen,Meidericher SV,2,0,1966
517,1965/1966,5,Karlsruher SC,Hamburger SV,1,4,1966
518,1965/1966,5,Eintracht Braunschweig,Hannover 96,2,1,1966
519,1965/1966,5,SV Tasmania Berlin,Bayern München,0,2,1966
520,1965/1966,5,TSV 1860 München,VfB Stuttgart,0,0,1966
521,1965/1966,5,1. FC Cologne,FC Schalke 04,2,1,1966
522,1965/1966,5,Eintracht Frankfurt,1. FC Kaiserslautern,6,0,1966
523,1965/1966,5,Borussia Neunkirchen,1. FC Nürnberg,2,1,1966
524,1965/1966,5,Borussia Mönchengladbach,Borussia Dortmund,4,5,1966
525,1965/1966,6,1. FC Nürnberg,SV Tasmania Berlin,7,2,1966
526,1965/1966,6,Bayern München,Karlsruher SC,5,1,1966
527,1965/1966,6,1. FC Kaiserslautern,Eintracht Braunschweig,1,1,1966
528,1965/1966,6,Meidericher SV,TSV 1860 München,2,3,1966
529,1965/1966,6,VfB Stuttgart,Eintracht Frankfurt,0,0,1966
530,1965/1966,6,Hamburger SV,Borussia Mönchengladbach,5,0,1966
531,1965/1966,6,Hannover 96,Borussia Neunkirchen,6,0,1966
532,1965/1966,6,1. FC Cologne,SV Werder Bremen,2,0,1966
533,1965/1966,6,FC Schalke 04,Borussia Dortmund,2,3,1966
534,1965/1966,7,Borussia Mönchengladbach,Bayern München,1,2,1966
535,1965/1966,7,Karlsruher SC,1. FC Nürnberg,1,2,1966
536,1965/1966,7,Eintracht Braunschweig,VfB Stuttgart,1,1,1966
537,1965/1966,7,Eintracht Frankfurt,Meidericher SV,2,0,1966
538,1965/1966,7,Borussia Neunkirchen,1. FC Kaiserslautern,1,4,1966
539,1965/1966,7,SV Tasmania Berlin,Hannover 96,1,5,1966
540,1965/1966,7,SV Werder Bremen,FC Schalke 04,2,0,1966
541,1965/1966,7,TSV 1860 München,1. FC Cologne,2,1,1966
542,1965/1966,7,Borussia Dortmund,Hamburger SV,2,2,1966
543,1965/1966,8,VfB Stuttgart,Borussia Neunkirchen,2,0,1966
544,1965/1966,8,1. FC Kaiserslautern,SV Tasmania Berlin,0,0,1966
545,1965/1966,8,FC Schalke 04,Hamburger SV,2,1,1966
546,1965/1966,8,Bayern München,Borussia Dortmund,0,2,1966
547,1965/1966,8,Meidericher SV,Eintracht Braunschweig,4,1,1966
548,1965/1966,8,1. FC Nürnberg,Borussia Mönchengladbach,2,2,1966
549,1965/1966,8,1. FC Cologne,Eintracht Frankfurt,1,0,1966
550,1965/1966,8,SV Werder Bremen,TSV 1860 München,0,2,1966
551,1965/1966,8,Hannover 96,Karlsruher SC,5,2,1966
552,1965/1966,9,Hamburger SV,Bayern München,0,4,1966
553,1965/1966,9,Eintracht Frankfurt,SV Werder Bremen,1,0,1966
554,1965/1966,9,Borussia Mönchengladbach,Hannover 96,2,0,1966
555,1965/1966,9,SV Tasmania Berlin,VfB Stuttgart,0,2,1966
556,1965/1966,9,Borussia Dortmund,1. FC Nürnberg,2,0,1966
557,1965/1966,9,Karlsruher SC,1. FC Kaiserslautern,1,0,1966
558,1965/1966,9,Eintracht Braunschweig,1. FC Cologne,1,2,1966
559,1965/1966,9,Borussia Neunkirchen,Meidericher SV,0,1,1966
560,1965/1966,9,TSV 1860 München,FC Schalke 04,3,0,1966
561,1965/1966,10,Meidericher SV,SV Tasmania Berlin,3,0,1966
562,1965/1966,10,Hannover 96,Borussia Dortmund,1,1,1966
563,1965/1966,10,FC Schalke 04,Bayern München,1,1,1966
564,1965/1966,10,VfB Stuttgart,Karlsruher SC,1,0,1966
565,1965/1966,10,1. FC Nürnberg,Hamburger SV,5,0,1966
566,1965/1966,10,TSV 1860 München,Eintracht Frankfurt,4,2,1966
567,1965/1966,10,1. FC Kaiserslautern,Borussia Mönchengladbach,1,2,1966
568,1965/1966,10,1. FC Cologne,Borussia Neunkirchen,4,2,1966
569,1965/1966,10,SV Werder Bremen,Eintracht Braunschweig,4,0,1966
570,1965/1966,11,Borussia Neunkirchen,SV Werder Bremen,1,2,1966
571,1965/1966,11,Hamburger SV,Hannover 96,2,1,1966
572,1965/1966,11,Eintracht Braunschweig,TSV 1860 München,2,2,1966
573,1965/1966,11,Eintracht Frankfurt,FC Schalke 04,4,1,1966
574,1965/1966,11,Borussia Dortmund,1. FC Kaiserslautern,4,0,1966
575,1965/1966,11,Bayern München,1. FC Nürnberg,0,0,1966
576,1965/1966,11,SV Tasmania Berlin,1. FC Cologne,0,6,1966
577,1965/1966,11,Borussia Mönchengladbach,VfB Stuttgart,1,0,1966
578,1965/1966,11,Karlsruher SC,Meidericher SV,0,4,1966
579,1965/1966,12,FC Schalke 04,1. FC Nürnberg,1,0,1966
580,1965/1966,12,VfB Stuttgart,Borussia Dortmund,1,1,1966
581,1965/1966,12,SV Werder Bremen,SV Tasmania Berlin,5,0,1966
582,1965/1966,12,1. FC Cologne,Karlsruher SC,2,0,1966
583,1965/1966,12,Meidericher SV,Borussia Mönchengladbach,3,2,1966
584,1965/1966,12,1. FC Kaiserslautern,Hamburger SV,2,1,1966
585,1965/1966,12,TSV 1860 München,Borussia Neunkirchen,4,1,1966
586,1965/1966,12,Eintracht Frankfurt,Eintracht Braunschweig,4,1,1966
587,1965/1966,12,Hannover 96,Bayern München,3,4,1966
588,1965/1966,13,Borussia Mönchengladbach,1. FC Cologne,2,3,1966
589,1965/1966,13,SV Tasmania Berlin,TSV 1860 München,0,5,1966
590,1965/1966,13,Borussia Neunkirchen,Eintracht Frankfurt,1,6,1966
591,1965/1966,13,Karlsruher SC,SV Werder Bremen,3,2,1966
592,1965/1966,13,1. FC Nürnberg,Hannover 96,2,1,1966
593,1965/1966,13,Hamburger SV,VfB Stuttgart,4,1,1966
594,1965/1966,13,Bayern München,1. FC Kaiserslautern,3,0,1966
595,1965/1966,13,Eintracht Braunschweig,FC Schalke 04,3,0,1966
596,1965/1966,13,Borussia Dortmund,Meidericher SV,1,1,1966
597,1965/1966,14,VfB Stuttgart,Bayern München,0,1,1966
598,1965/1966,14,FC Schalke 04,Hannover 96,1,0,1966
599,1965/1966,14,1. FC Kaiserslautern,1. FC Nürnberg,0,0,1966
600,1965/1966,14,Eintracht Braunschweig,Borussia Neunkirchen,1,2,1966
601,1965/1966,14,SV Werder Bremen,Borussia Mönchengladbach,2,0,1966
602,1965/1966,14,TSV 1860 München,Karlsruher SC,2,0,1966
603,1965/1966,14,Eintracht Frankfurt,SV Tasmania Berlin,4,0,1966
604,1965/1966,14,1. FC Cologne,Borussia Dortmund,1,2,1966
605,1965/1966,14,Meidericher SV,Hamburger SV,3,1,1966
606,1965/1966,15,Borussia Mönchengladbach,TSV 1860 München,1,1,1966
607,1965/1966,15,Hannover 96,1. FC Kaiserslautern,4,0,1966
608,1965/1966,15,Borussia Neunkirchen,FC Schalke 04,1,0,1966
609,1965/1966,15,Hamburger SV,1. FC Cologne,2,2,1966
610,1965/1966,15,Borussia Dortmund,SV Werder Bremen,2,1,1966
611,1965/1966,15,Bayern München,Meidericher SV,3,0,1966
612,1965/1966,15,Karlsruher SC,Eintracht Frankfurt,4,0,1966
613,1965/1966,15,1. FC Nürnberg,VfB Stuttgart,1,1,1966
614,1965/1966,15,SV Tasmania Berlin,Eintracht Braunschweig,0,2,1966
615,1965/1966,16,1. FC Cologne,Bayern München,6,1,1966
616,1965/1966,16,TSV 1860 München,Borussia Dortmund,2,1,1966
617,1965/1966,16,Eintracht Braunschweig,Karlsruher SC,2,0,1966
618,1965/1966,16,VfB Stuttgart,Hannover 96,4,2,1966
619,1965/1966,16,SV Werder Bremen,Hamburger SV,2,0,1966
620,1965/1966,16,Eintracht Frankfurt,Borussia Mönchengladbach,3,1,1966
621,1965/1966,16,Borussia Neunkirchen,SV Tasmania Berlin,3,1,1966
622,1965/1966,16,FC Schalke 04,1. FC Kaiserslautern,2,1,1966
623,1965/1966,16,Meidericher SV,1. FC Nürnberg,1,2,1966
624,1965/1966,17,1. FC Kaiserslautern,VfB Stuttgart,1,2,1966
625,1965/1966,17,Hannover 96,Meidericher SV,0,3,1966
626,1965/1966,17,Karlsruher SC,Borussia Neunkirchen,1,1,1966
627,1965/1966,17,Hamburger SV,TSV 1860 München,1,2,1966
628,1965/1966,17,Bayern München,SV Werder Bremen,3,1,1966
629,1965/1966,17,1. FC Nürnberg,1. FC Cologne,2,0,1966
630,1965/1966,17,SV Tasmania Berlin,FC Schalke 04,1,2,1966
631,1965/1966,17,Borussia Mönchengladbach,Eintracht Braunschweig,1,0,1966
632,1965/1966,17,Borussia Dortmund,Eintracht Frankfurt,3,0,1966
633,1965/1966,18,FC Schalke 04,VfB Stuttgart,2,0,1966
634,1965/1966,18,Bayern München,TSV 1860 München,3,0,1966
635,1965/1966,18,Karlsruher SC,SV Tasmania Berlin,3,0,1966
636,1965/1966,18,Hamburger SV,Eintracht Frankfurt,0,1,1966
637,1965/1966,18,Hannover 96,1. FC Cologne,1,1,1966
638,1965/1966,18,1. FC Nürnberg,SV Werder Bremen,2,1,1966
639,1965/1966,18,1. FC Kaiserslautern,Meidericher SV,1,0,1966
640,1965/1966,18,Borussia Dortmund,Eintracht Braunschweig,1,1,1966
641,1965/1966,18,Borussia Mönchengladbach,Borussia Neunkirchen,4,1,1966
642,1965/1966,19,SV Tasmania Berlin,Borussia Mönchengladbach,0,0,1966
643,1965/1966,19,Eintracht Frankfurt,Bayern München,0,0,1966
644,1965/1966,19,Karlsruher SC,FC Schalke 04,1,0,1966
645,1965/1966,19,Eintracht Braunschweig,Hamburger SV,1,4,1966
646,1965/1966,19,1. FC Cologne,1. FC Kaiserslautern,3,2,1966
647,1965/1966,19,SV Werder Bremen,Hannover 96,3,3,1966
648,1965/1966,19,Meidericher SV,VfB Stuttgart,5,2,1966
649,1965/1966,19,Borussia Neunkirchen,Borussia Dortmund,1,3,1966
650,1965/1966,19,TSV 1860 München,1. FC Nürnberg,1,1,1966
651,1965/1966,20,FC Schalke 04,Meidericher SV,0,0,1966
652,1965/1966,20,Bayern München,Eintracht Braunschweig,2,2,1966
653,1965/1966,20,1. FC Nürnberg,Eintracht Frankfurt,0,0,1966
654,1965/1966,20,VfB Stuttgart,1. FC Cologne,0,1,1966
655,1965/1966,20,1. FC Kaiserslautern,SV Werder Bremen,2,3,1966
656,1965/1966,20,Hamburger SV,Borussia Neunkirchen,3,0,1966
657,1965/1966,20,Borussia Mönchengladbach,Karlsruher SC,1,1,1966
658,1965/1966,20,Borussia Dortmund,SV Tasmania Berlin,3,1,1966
659,1965/1966,20,Hannover 96,TSV 1860 München,0,1,1966
660,1965/1966,21,SV Tasmania Berlin,Hamburger SV,0,4,1966
661,1965/1966,21,SV Werder Bremen,VfB Stuttgart,3,1,1966
662,1965/1966,21,Karlsruher SC,Borussia Dortmund,0,0,1966
663,1965/1966,21,Eintracht Frankfurt,Hannover 96,0,1,1966
664,1965/1966,21,1. FC Cologne,Meidericher SV,1,1,1966
665,1965/1966,21,Eintracht Braunschweig,1. FC Nürnberg,3,0,1966
666,1965/1966,21,TSV 1860 München,1. FC Kaiserslautern,4,2,1966
667,1965/1966,21,Borussia Neunkirchen,Bayern München,0,4,1966
668,1965/1966,21,Borussia Mönchengladbach,FC Schalke 04,2,0,1966
669,1965/1966,22,1. FC Nürnberg,Borussia Neunkirchen,3,1,1966
670,1965/1966,22,Hamburger SV,Karlsruher SC,8,0,1966
671,1965/1966,22,Borussia Dortmund,Borussia Mönchengladbach,3,1,1966
672,1965/1966,22,Bayern München,SV Tasmania Berlin,2,1,1966
673,1965/1966,22,VfB Stuttgart,TSV 1860 München,0,0,1966
674,1965/1966,22,FC Schalke 04,1. FC Cologne,0,0,1966
675,1965/1966,22,1. FC Kaiserslautern,Eintracht Frankfurt,5,2,1966
676,1965/1966,22,Meidericher SV,SV Werder Bremen,1,2,1966
677,1965/1966,22,Hannover 96,Eintracht Braunschweig,1,1,1966
678,1965/1966,23,Eintracht Braunschweig,1. FC Kaiserslautern,1,1,1966
679,1965/1966,23,Borussia Dortmund,FC Schalke 04,7,0,1966
680,1965/1966,23,SV Tasmania Berlin,1. FC Nürnberg,0,1,1966
681,1965/1966,23,TSV 1860 München,Meidericher SV,3,3,1966
682,1965/1966,23,Borussia Mönchengladbach,Hamburger SV,0,0,1966
683,1965/1966,23,Eintracht Frankfurt,VfB Stuttgart,3,2,1966
684,1965/1966,23,Borussia Neunkirchen,Hannover 96,1,0,1966
685,1965/1966,23,SV Werder Bremen,1. FC Cologne,2,1,1966
686,1965/1966,23,Karlsruher SC,Bayern München,1,0,1966
687,1965/1966,24,Hannover 96,SV Tasmania Berlin,5,0,1966
688,1965/1966,24,1. FC Kaiserslautern,Borussia Neunkirchen,0,0,1966
689,1965/1966,24,Bayern München,Borussia Mönchengladbach,5,2,1966
690,1965/1966,24,VfB Stuttgart,Eintracht Braunschweig,0,1,1966
691,1965/1966,24,1. FC Nürnberg,Karlsruher SC,3,0,1966
692,1965/1966,24,Hamburger SV,Borussia Dortmund,1,1,1966
693,1965/1966,24,1. FC Cologne,TSV 1860 München,3,1,1966
694,1965/1966,24,FC Schalke 04,SV Werder Bremen,1,6,1966
695,1965/1966,24,Meidericher SV,Eintracht Frankfurt,0,0,1966
696,1965/1966,25,Hamburger SV,FC Schalke 04,1,1,1966
697,1965/1966,25,Borussia Dortmund,Bayern München,3,0,1966
698,1965/1966,25,SV Tasmania Berlin,1. FC Kaiserslautern,1,1,1966
699,1965/1966,25,TSV 1860 München,SV Werder Bremen,3,1,1966
700,1965/1966,25,Eintracht Frankfurt,1. FC Cologne,0,0,1966
701,1965/1966,25,Borussia Neunkirchen,VfB Stuttgart,1,2,1966
702,1965/1966,25,Borussia Mönchengladbach,1. FC Nürnberg,8,3,1966
703,1965/1966,25,Eintracht Braunschweig,Meidericher SV,1,0,1966
704,1965/1966,25,Karlsruher SC,Hannover 96,1,0,1966
705,1965/1966,26,1. FC Cologne,Eintracht Braunschweig,3,0,1966
706,1965/1966,26,FC Schalke 04,TSV 1860 München,0,2,1966
707,1965/1966,26,1. FC Nürnberg,Borussia Dortmund,0,0,1966
708,1965/1966,26,1. FC Kaiserslautern,Karlsruher SC,1,0,1966
709,1965/1966,26,Hannover 96,Borussia Mönchengladbach,2,1,1966
710,1965/1966,26,VfB Stuttgart,SV Tasmania Berlin,2,0,1966
711,1965/1966,26,Meidericher SV,Borussia Neunkirchen,1,0,1966
712,1965/1966,26,Bayern München,Hamburger SV,3,0,1966
713,1965/1966,26,SV Werder Bremen,Eintracht Frankfurt,3,2,1966
714,1965/1966,27,Eintracht Frankfurt,TSV 1860 München,5,2,1966
715,1965/1966,27,Bayern München,FC Schalke 04,1,0,1966
716,1965/1966,27,Karlsruher SC,VfB Stuttgart,3,0,1966
717,1965/1966,27,Borussia Dortmund,Hannover 96,4,0,1966
718,1965/1966,27,Borussia Mönchengladbach,1. FC Kaiserslautern,2,0,1966
719,1965/1966,27,Borussia Neunkirchen,1. FC Cologne,2,1,1966
720,1965/1966,27,SV Tasmania Berlin,Meidericher SV,0,9,1966
721,1965/1966,27,Hamburger SV,1. FC Nürnberg,0,2,1966
722,1965/1966,27,Eintracht Braunschweig,SV Werder Bremen,1,0,1966
723,1965/1966,28,1. FC Cologne,SV Tasmania Berlin,4,0,1966
724,1965/1966,28,Meidericher SV,Karlsruher SC,8,2,1966
725,1965/1966,28,Hannover 96,Hamburger SV,0,0,1966
726,1965/1966,28,TSV 1860 München,Eintracht Braunschweig,1,1,1966
727,1965/1966,28,VfB Stuttgart,Borussia Mönchengladbach,5,0,1966
728,1965/1966,28,SV Werder Bremen,Borussia Neunkirchen,5,2,1966
729,1965/1966,28,1. FC Kaiserslautern,Borussia Dortmund,0,0,1966
730,1965/1966,28,1. FC Nürnberg,Bayern München,2,2,1966
731,1965/1966,28,FC Schalke 04,Eintracht Frankfurt,3,2,1966
732,1965/1966,29,SV Tasmania Berlin,SV Werder Bremen,1,1,1966
733,1965/1966,29,Eintracht Braunschweig,Eintracht Frankfurt,2,2,1966
734,1965/1966,29,Borussia Neunkirchen,TSV 1860 München,1,9,1966
735,1965/1966,29,Hamburger SV,1. FC Kaiserslautern,4,1,1966
736,1965/1966,29,Borussia Mönchengladbach,Meidericher SV,1,2,1966
737,1965/1966,29,Bayern München,Hannover 96,3,1,1966
738,1965/1966,29,Karlsruher SC,1. FC Cologne,2,1,1966
739,1965/1966,29,Borussia Dortmund,VfB Stuttgart,4,0,1966
740,1965/1966,29,1. FC Nürnberg,FC Schalke 04,1,0,1966
741,1965/1966,30,TSV 1860 München,SV Tasmania Berlin,4,0,1966
742,1965/1966,30,FC Schalke 04,Eintracht Braunschweig,1,1,1966
743,1965/1966,30,Eintracht Frankfurt,Borussia Neunkirchen,1,2,1966
744,1965/1966,30,1. FC Kaiserslautern,Bayern München,1,2,1966
745,1965/1966,30,VfB Stuttgart,Hamburger SV,1,3,1966
746,1965/1966,30,Hannover 96,1. FC Nürnberg,2,2,1966
747,1965/1966,30,1. FC Cologne,Borussia Mönchengladbach,2,2,1966
748,1965/1966,30,SV Werder Bremen,Karlsruher SC,3,1,1966
749,1965/1966,30,Meidericher SV,Borussia Dortmund,2,1,1966
750,1965/1966,31,Borussia Dortmund,1. FC Cologne,3,2,1966
751,1965/1966,31,Bayern München,VfB Stuttgart,0,1,1966
752,1965/1966,31,Karlsruher SC,TSV 1860 München,1,1,1966
753,1965/1966,31,Borussia Mönchengladbach,SV Werder Bremen,0,7,1966
754,1965/1966,31,Borussia Neunkirchen,Eintracht Braunschweig,1,0,1966
755,1965/1966,31,1. FC Nürnberg,1. FC Kaiserslautern,1,1,1966
